cas number,iso-SMILES,canonical-SMILES
2116483-38-4,CC(=O)C1=NC(=CC(=C1)C(C)(C)C)Br,CC(=O)C1=NC(=CC(=C1)C(C)(C)C)Br
2097065-08-0,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)C3=NC=C(C=C3)Cl,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)C3=NC=C(C=C3)Cl
2603581-62-8,CCOC1=CC(=NC=C1C#N)C(=O)C,CCOC1=CC(=NC=C1C#N)C(=O)C
860772-72-1,CN1C=CN=C1C(=O)CCl,CN1C=CN=C1C(=O)CCl
1211510-76-7,CC(=O)C1=NC2=C(S1)CCC2,CC(=O)C1=NC2=C(S1)CCC2
1909336-64-6,C1=CC=NC(=C1)C(=O)C2=NC=NN2,C1=CC=NC(=C1)C(=O)C2=NC=NN2
106535-30-2,CC(=O)C1=NC=NN1C2=CC=CC=C2,CC(=O)C1=NC=NN1C2=CC=CC=C2
288092-98-8,CC(C)(C)CCC(=O)C1=CSC=N1,CC(C)(C)CCC(=O)C1=CSC=N1
204993-73-7,C1=CC=NC(=C1)C(=O)CC2=CC=C(C=C2)Cl,C1=CC=NC(=C1)C(=O)CC2=CC=C(C=C2)Cl
479351-15-0,CC1=C(N=C(S1)NC2=CC=CC=C2)C(=O)C.Cl,CC1=C(N=C(S1)NC2=CC=CC=C2)C(=O)C.Cl
478248-72-5,COC1=CC=C(C=C1)N2C=C(N=N2)C(=O)C3=CC=CC=N3,COC1=CC=C(C=C1)N2C=C(N=N2)C(=O)C3=CC=CC=N3
1227045-76-2,C1=CC=C2C(=C1)C(C(=O)N2CC3=CC(=CC=C3)Cl)(CC(=O)C4=CC=CC=N4)O,C1=CC=C2C(=C1)C(C(=O)N2CC3=CC(=CC=C3)Cl)(CC(=O)C4=CC=CC=N4)O
1268519-62-5,CC1=C(C=CN=C1C(=O)C)Cl,CC1=C(C=CN=C1C(=O)C)Cl
1486831-40-6,C1CCC(CC1)C(=O)C2=NC=NN2,C1CCC(CC1)C(=O)C2=NC=NN2
1260853-44-8,C1=CN=C(C=C1Cl)C(=O)CC#N,C1=CN=C(C=C1Cl)C(=O)CC#N
1343313-51-8,CC(=O)C1=NC2=C(S1)COCC2,CC(=O)C1=NC2=C(S1)COCC2
1531671-31-4,CC(=O)C1=NC=C(N1C)C2=CC=CC=C2,CC(=O)C1=NC=C(N1C)C2=CC=CC=C2
1461709-10-3,C1=C(N=C(S1)N)C(=O)CCl.Cl,C1=C(N=C(S1)N)C(=O)CCl.Cl
1542589-72-9,C1=CC(=NC=C1Cl)C(=O)CCC(=O)O,C1=CC(=NC=C1Cl)C(=O)CCC(=O)O
1803606-28-1,C1=CC=NC(=C1)C(=O)CCC(=O)O.Cl,C1=CC=NC(=C1)C(=O)CCC(=O)O.Cl
98027-26-0,CC(=O)C1=C(SC(=N1)N)Br,CC(=O)C1=C(SC(=N1)N)Br
1378601-41-2,CC(=O)C1=CSC(=N1)NC(=O)C(C)(C)C,CC(=O)C1=CSC(=N1)NC(=O)C(C)(C)C
1340453-00-0,CC(C)C1=CSC(=N1)C(=O)C2=CC=CC=C2,CC(C)C1=CSC(=N1)C(=O)C2=CC=CC=C2
1060815-65-7,CC(=O)C1=NC(=CC(=C1)Br)Cl,CC(=O)C1=NC(=CC(=C1)Br)Cl
1375474-53-5,CN1C=CN=C1C(=O)C2=NC=CC3=CC=CC=C32,CN1C=CN=C1C(=O)C2=NC=CC3=CC=CC=C32
1522120-95-1,C1=CC=C(C(=C1)CC(=O)C2=CSC=N2)Cl,C1=CC=C(C(=C1)CC(=O)C2=CSC=N2)Cl
1823194-78-0,C1CN(CC2=CC=CC=C21)/C=C/C(=O)C3=CC=CC=N3,C1CN(CC2=CC=CC=C21)C=CC(=O)C3=CC=CC=N3
1372406-51-3,COC1=CC=CC(=C1)C=CC(=O)C2=NC3=CC=CC=C3N2,COC1=CC=CC(=C1)C=CC(=O)C2=NC3=CC=CC=C3N2
1357615-72-5,C1=CC=C2C(=C1)NC(=N2)C(=O)C=CC3=CC(=CC=C3)[N+](=O)[O-],C1=CC=C2C(=C1)NC(=N2)C(=O)C=CC3=CC(=CC=C3)[N+](=O)[O-]
1251200-18-6,CCN1C=CN=C1C(=O)C2=CC=C(C=C2)I,CCN1C=CN=C1C(=O)C2=CC=C(C=C2)I
1785581-83-0,CC1=CC=CC=C1N2C(=NC=N2)C(=O)C,CC1=CC=CC=C1N2C(=NC=N2)C(=O)C
1803611-25-7,C1=CC(=NC=C1Cl)C(=O)CCCC(=O)O,C1=CC(=NC=C1Cl)C(=O)CCCC(=O)O
1795478-26-0,CC(=O)C1=NC=C(C=C1)Br.Cl,CC(=O)C1=NC=C(C=C1)Br.Cl
1379191-35-1,CC(C)N1C=CN=C1C(=O)CCl,CC(C)N1C=CN=C1C(=O)CCl
1909305-97-0,CC(=O)C1=NC=C(S1)C(=O)OC(C)(C)C,CC(=O)C1=NC=C(S1)C(=O)OC(C)(C)C
1807885-03-5,C[C@H](C(=O)NC1=NC(=CS1)C(=O)C)N.Cl,CC(C(=O)NC1=NC(=CS1)C(=O)C)N.Cl
