cas number,iso-SMILES,canonical-SMILES
57023-90-2,C1=CC(=CC=C1C2=CC=C(O2)C=O)N,C1=CC(=CC=C1C2=CC=C(O2)C=O)N
156425-22-8,C1=C(C(=CC(=C1NC(=O)C(F)(F)F)N)Br)C(F)(F)F,C1=C(C(=CC(=C1NC(=O)C(F)(F)F)N)Br)C(F)(F)F
1414958-31-8,CN1CCC2=C1C=C(C=C2)N.Cl.Cl,CN1CCC2=C1C=C(C=C2)N.Cl.Cl
1213552-98-7,C[C@H](C1=CC(=CC(=C1)N)C(F)(F)F)N,CC(C1=CC(=CC(=C1)N)C(F)(F)F)N
1183485-33-7,CC(C)OC(=O)C1=C(C=CC(=C1)N)F,CC(C)OC(=O)C1=C(C=CC(=C1)N)F
1152819-54-9,C1=CC(=CC(=C1)OCCN2C=CC=N2)N,C1=CC(=CC(=C1)OCCN2C=CC=N2)N
7474-82-0,CN(C)C1=CC(=C(C=C1)N)OC,CN(C)C1=CC(=C(C=C1)N)OC
7596-74-9,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)N,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)N
1432795-16-8,C1=C(C=C(C(=C1Cl)C(F)(F)F)Cl)N.Cl,C1=C(C=C(C(=C1Cl)C(F)(F)F)Cl)N.Cl
2222938-95-4,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)NC3CCC(CC3)OC)N,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)NC3CCC(CC3)OC)N
90607-33-3,CSCC1=CC(=CC=C1)N,CSCC1=CC(=CC=C1)N
379255-14-8,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)N,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)N
1342465-90-0,C1CC1C(=O)C2=C(C=CN=C2)N,C1CC1C(=O)C2=C(C=CN=C2)N
1261547-75-4,C1=CC(=CC(=C1)C(F)(F)F)C2=C(C(=CC=C2)N)Cl,C1=CC(=CC(=C1)C(F)(F)F)C2=C(C(=CC=C2)N)Cl
1022968-46-2,CC(C)S(=O)(=O)C1=CC=CC=C1N.Cl,CC(C)S(=O)(=O)C1=CC=CC=C1N.Cl
1301739-25-2,C1=C(C=C(C(=C1F)N)I)I,C1=C(C=C(C(=C1F)N)I)I
457065-49-5,CC1(CCC(C2=CC(=C(C=C21)N)OC)(C)C)C,CC1(CCC(C2=CC(=C(C=C21)N)OC)(C)C)C
16712-58-6,CC1=C(NC2=C1C=C(C=C2)N)C,CC1=C(NC2=C1C=C(C=C2)N)C
221875-98-5,CC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2)N,CC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2)N
1026183-64-1,CCNS(=O)(=O)C1=C(C=CC(=C1)F)N,CCNS(=O)(=O)C1=C(C=CC(=C1)F)N
90196-88-6,CC(C)C1=C(C=CN=C1)N,CC(C)C1=C(C=CN=C1)N
1005566-12-0,CCN1C(=C(C=N1)C2=CC(=NC3=C2C(=C(S3)C(=O)N)N)C(F)(F)F)C,CCN1C(=C(C=N1)C2=CC(=NC3=C2C(=C(S3)C(=O)N)N)C(F)(F)F)C
29526-73-6,CC1=C(C=C(C=C1)C=O)N,CC1=C(C=C(C=C1)C=O)N
118487-71-1,CC1=C2C(=C(C(=O)N1)N)C=CS2,CC1=C2C(=C(C(=O)N1)N)C=CS2
1178839-12-7,CC(C)(CN1CCC2=C(C1)C=CC=C2N)O,CC(C)(CN1CCC2=C(C1)C=CC=C2N)O
142078-41-9,C1=CNC2=C(C=CN=C21)N,C1=CNC2=C(C=CN=C21)N
1709-39-3,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)N,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)N
860249-97-4,C1COCCN1CCCOC2=CC=CC=C2N,C1COCCN1CCCOC2=CC=CC=C2N
331-26-0,C1=CC(=C(C=C1OC(F)(F)F)N)Cl,C1=CC(=C(C=C1OC(F)(F)F)N)Cl
1019498-71-5,COCC(=O)N1CCC2=C1C=CC(=C2)N,COCC(=O)N1CCC2=C1C=CC(=C2)N
150730-41-9,COC(=O)C1=CC(=CC(=N1)C(=O)OC)N,COC(=O)C1=CC(=CC(=N1)C(=O)OC)N
90914-95-7,CC1=CC(=O)NC2=C1C=C(C=C2)N,CC1=CC(=O)NC2=C1C=C(C=C2)N
883291-29-0,CC1=CC(=C2C(=C(SC2=N1)N)N)COC,CC1=CC(=C2C(=C(SC2=N1)N)N)COC
904311-14-4,CCOC1=NC(=CC(=C1)N)Cl,CCOC1=NC(=CC(=C1)N)Cl
1698028-24-8,COC(=O)C1=C(C(=C(C=C1N)Br)Cl)F,COC(=O)C1=C(C(=C(C=C1N)Br)Cl)F
54884-19-4,CC1=C(C=C(C=C1)C(=O)NC)N,CC1=C(C=C(C=C1)C(=O)NC)N
6052-15-9,C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N,C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N
878733-38-1,CCN1C(=CC2=C1C=CC(=C2)N)C,CCN1C(=CC2=C1C=CC(=C2)N)C
790272-23-0,CN1CCC(CC1)N(C)S(=O)(=O)C2=CC=C(C=C2)N,CN1CCC(CC1)N(C)S(=O)(=O)C2=CC=C(C=C2)N
625370-67-4,CCC1CCC2=NC3=C(C=C2C1)C(=C(S3)C(=O)NCCC4=CC(=C(C=C4)OC)OC)N,CCC1CCC2=NC3=C(C=C2C1)C(=C(S3)C(=O)NCCC4=CC(=C(C=C4)OC)OC)N
771583-12-1,C1=CC(=C(C=C1Br)CN)N,C1=CC(=C(C=C1Br)CN)N
55403-35-5,CN1CCN(CC1)C2=NC=C(C=C2)N,CN1CCN(CC1)C2=NC=C(C=C2)N
1178816-68-6,CC1=CC(=CC=C1)C2=CC(=C(C=C2)C)N,CC1=CC(=CC=C1)C2=CC(=C(C=C2)C)N
1152577-25-7,C1=CC(=O)N(C=C1N)CCC(=O)N,C1=CC(=O)N(C=C1N)CCC(=O)N
23184-60-3,CC(=O)NC1=C(C=CC(=C1)N)O,CC(=O)NC1=C(C=CC(=C1)N)O
6626-22-8,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)Br,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)Br
77326-37-5,CS(=O)(=O)C1=CC=CC(=C1C#N)N,CS(=O)(=O)C1=CC=CC(=C1C#N)N
1340416-43-4,CN1C=C(C(=O)N(C1=O)CC(=O)N)N,CN1C=C(C(=O)N(C1=O)CC(=O)N)N
1248978-56-4,CC1=NN=C(N1C)C2=C(C=CC(=C2)N)Cl,CC1=NN=C(N1C)C2=C(C=CC(=C2)N)Cl
165387-82-6,C1=CC=C(C=C1)C2=C(C=NC=C2)N.Cl.Cl,C1=CC=C(C=C1)C2=C(C=NC=C2)N.Cl.Cl
1032903-63-1,CC1=CC(=C(C=C1C2CCN(CC2)C(=O)OC(C)(C)C)OC(C)C)N,CC1=CC(=C(C=C1C2CCN(CC2)C(=O)OC(C)(C)C)OC(C)C)N
1049748-42-6,C1=CC=C2C(=C1)C=CC=C2C3=CC=C(C=C3)N.Cl,C1=CC=C2C(=C1)C=CC=C2C3=CC=C(C=C3)N.Cl
72745-76-7,CC1=NC2=C(O1)C=CC(=C2)N,CC1=NC2=C(O1)C=CC(=C2)N
42471-56-7,C1=CC=C(C(=C1)C(=O)C2=CC=CC=N2)N,C1=CC=C(C(=C1)C(=O)C2=CC=CC=N2)N
1094792-45-6,CCCN(CC)CC1=C(C=CC=C1Br)N,CCCN(CC)CC1=C(C=CC=C1Br)N
90717-66-1,C1=CC(=C(C=C1CCC(=O)O)N)O,C1=CC(=C(C=C1CCC(=O)O)N)O
142835-44-7,C1=CC=C(C(=C1)CC2=CC=C(C=C2)[N+](=O)[O-])N,C1=CC=C(C(=C1)CC2=CC=C(C=C2)[N+](=O)[O-])N
1208-52-2,C1=CC=C(C(=C1)CC2=CC=C(C=C2)N)N,C1=CC=C(C(=C1)CC2=CC=C(C=C2)N)N
18531-95-8,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)N)N,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)N)N
170809-21-9,COC1=C(C2=C(C(=C1)N)N=CC=C2)F,COC1=C(C2=C(C(=C1)N)N=CC=C2)F
927802-56-0,CC(C)OC1=C(C=C(C=C1)C(=O)OC)N,CC(C)OC1=C(C=C(C=C1)C(=O)OC)N
113269-07-1,C1=C(C(=CC(=C1[N+](=O)[O-])Br)N)N,C1=C(C(=CC(=C1[N+](=O)[O-])Br)N)N
926219-72-9,CC1CCCN(C1)C2=C(C=CC=N2)N,CC1CCCN(C1)C2=C(C=CC=N2)N
1706441-18-0,CC1=NC(=CC(=N1)N2CCCC2)NC3=CC=C(C=C3)N,CC1=NC(=CC(=N1)N2CCCC2)NC3=CC=C(C=C3)N
1393558-93-4,CC1=CN=CC(=C1C(=O)O)N,CC1=CN=CC(=C1C(=O)O)N
1260838-66-1,C1=C(C(=CC(=C1N)F)F)CO,C1=C(C(=CC(=C1N)F)F)CO
500274-46-4,CCC1=C(C(=CC=C1)CC)NC(=O)C2=CC(=CC=C2)N,CCC1=C(C(=CC=C1)CC)NC(=O)C2=CC(=CC=C2)N
1343393-99-6,CC1=C(C(=NN1C2CCOCC2)C)N,CC1=C(C(=NN1C2CCOCC2)C)N
1161426-63-6,CC1=C(C=CC(=C1N)N)F.Cl,CC1=C(C=CC(=C1N)N)F.Cl
1155076-26-8,CN(C)C(=O)C1=NC=CC(=C1)N,CN(C)C(=O)C1=NC=CC(=C1)N
42817-60-7,CN(C)CCCC1=CC=C(C=C1)N,CN(C)CCCC1=CC=C(C=C1)N
165614-76-6,CC1=CC2=C(C=C1N)C(=C(N2)C)C,CC1=CC2=C(C=C1N)C(=C(N2)C)C
325953-40-0,CC1=C(C=CC(=C1)N)NC(=O)OC(C)(C)C,CC1=C(C=CC(=C1)N)NC(=O)OC(C)(C)C
53312-80-4,C1=CC(=C(C=C1N)F)C#N,C1=CC(=C(C=C1N)F)C#N
80213-28-1,CS(=O)(=O)C1=CC=CC(=C1)N.Cl,CS(=O)(=O)C1=CC=CC(=C1)N.Cl
58460-18-7,C1CCC(CC1)C2=NC3=C(S2)C=C(C=C3)N,C1CCC(CC1)C2=NC3=C(S2)C=C(C=C3)N
63243-74-3,CCOC(=O)C1=C(C(=C(C=C1)C)C)N,CCOC(=O)C1=C(C(=C(C=C1)C)C)N
580-19-8,C1=CC2=C(C=C(C=C2)N)N=C1,C1=CC2=C(C=C(C=C2)N)N=C1
78525-34-5,C1=CC(=CC=C1C(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C4=CC=C(C=C4)N)N,C1=CC(=CC=C1C(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C4=CC=C(C=C4)N)N
64321-95-5,COC(=O)C1=C(C(=CC=C1)C(F)(F)F)N,COC(=O)C1=C(C(=CC=C1)C(F)(F)F)N
462067-17-0,COC1=CC(=C(C=C1N)OC)NC(=O)C2=CC=CO2,COC1=CC(=C(C=C1N)OC)NC(=O)C2=CC=CO2
1016500-33-6,C1=CC=C(C(=C1)C(=O)N)OC2=NC=C(C=C2)N,C1=CC=C(C(=C1)C(=O)N)OC2=NC=C(C=C2)N
81100-30-3,CCC1=C(C(=CC(=C1)Br)Br)N,CCC1=C(C(=CC(=C1)Br)Br)N
1344250-74-3,CCC(C(=O)N)N1C=C(C=N1)N,CCC(C(=O)N)N1C=C(C=N1)N
1339614-48-0,CCCS(=O)(=O)N1CCC2=C(C=CC=C21)N,CCCS(=O)(=O)N1CCC2=C(C=CC=C21)N
223786-50-3,C1CN(CCC1C(=O)N)C2=CC=C(C=C2)N,C1CN(CCC1C(=O)N)C2=CC=C(C=C2)N
912838-54-1,CC1=C(C=CC(=C1)N)C(=O)NC,CC1=C(C=CC(=C1)N)C(=O)NC
15540-91-7,CC1=C(C(=C(C=C1)C)N)C(=O)O,CC1=C(C(=C(C=C1)C)N)C(=O)O
1089331-19-0,C1=CC=C(C=C1)C(=O)C2=CC(=C(C=C2)N)S(=O)(=O)O,C1=CC=C(C=C1)C(=O)C2=CC(=C(C=C2)N)S(=O)(=O)O
1431963-16-4,CC(C)(C(=O)O)N1C=C(C=N1)N.Cl,CC(C)(C(=O)O)N1C=C(C=N1)N.Cl
1017789-26-2,CNC(=O)C1=C(C(=CC=C1)F)N,CNC(=O)C1=C(C(=CC=C1)F)N
1119089-88-1,CC1=CC(=C(C(=C1)C(=O)OC(C)(C)C)N)C,CC1=CC(=C(C(=C1)C(=O)OC(C)(C)C)N)C
1309982-17-9,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)Cl)N,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)Cl)N
1965309-13-0,CN(C)C1=C(C=CC(=C1)N)C(F)(F)F.Cl.Cl,CN(C)C1=C(C=CC(=C1)N)C(F)(F)F.Cl.Cl
1263376-97-1,C1=C(C(=CC(=C1Br)Cl)I)N,C1=C(C(=CC(=C1Br)Cl)I)N
811803-25-5,C1CC(C1)(C#N)C2=CC=C(C=C2)N,C1CC(C1)(C#N)C2=CC=C(C=C2)N
1290117-11-1,C1=C(C=C(C(=C1N)F)Br)C(=O)O,C1=C(C=C(C(=C1N)F)Br)C(=O)O
1209994-09-1,C1COCCN1C2=C(C=CC=N2)N.Cl.Cl,C1COCCN1C2=C(C=CC=N2)N.Cl.Cl
1248700-57-3,CC1CCN(CC1)C2=NC=CC(=C2)N,CC1CCN(CC1)C2=NC=CC(=C2)N
80936-82-9,COCC1=CC=C(C=C1)N,COCC1=CC=C(C=C1)N
723748-35-4,C1=CC=C(C=C1)CC2=CC(=C3C(=C(SC3=N2)C(=O)N)N)C(F)(F)F,C1=CC=C(C=C1)CC2=CC(=C3C(=C(SC3=N2)C(=O)N)N)C(F)(F)F
1094818-88-8,CN(CC1=C(C=CC=C1Br)N)C2CC2,CN(CC1=C(C=CC=C1Br)N)C2CC2
681441-17-8,C1=CC(=CC=C1N)N2C=C(C=N2)Br,C1=CC(=CC=C1N)N2C=C(C=N2)Br
141068-81-7,CN1C(=O)COC2=C1C=CC(=C2)N,CN1C(=O)COC2=C1C=CC(=C2)N
74165-74-5,COC1=CC(=CC(=C1)N)C(=O)O,COC1=CC(=CC(=C1)N)C(=O)O
1226182-92-8,CC1=CC=CC=C1C2=CC(=C(C=C2)F)N,CC1=CC=CC=C1C2=CC(=C(C=C2)F)N
55904-61-5,CCOC(=O)C1=C(C=NN1)N,CCOC(=O)C1=C(C=NN1)N
52411-34-4,C1=CC=C(C(=C1)N)OCCOC2=CC=CC=C2N,C1=CC=C(C(=C1)N)OCCOC2=CC=CC=C2N
1245648-37-6,C1=CC=C(C=C1)COC2=C(C=C(C=N2)Br)N,C1=CC=C(C=C1)COC2=C(C=C(C=N2)Br)N
473464-00-5,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)N,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)N
1051369-20-0,C1CC2=C(C=C(C=C2OC3=CC=CC=C31)N)N.Cl.Cl,C1CC2=C(C=C(C=C2OC3=CC=CC=C31)N)N.Cl.Cl
930570-31-3,C1=CC2=NC=C(C=C2C=C1Br)N,C1=CC2=NC=C(C=C2C=C1Br)N
218935-75-2,C1=CC(=CC(=C1)N)C(=O)NC(=O)N,C1=CC(=CC(=C1)N)C(=O)NC(=O)N
1416722-69-4,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C=O)N,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C=O)N
2639298-03-4,C1=C2C(=CC(=C1F)F)NC=C2N.Cl,C1=C2C(=CC(=C1F)F)NC=C2N.Cl
99595-73-0,C1=CC(=CC=C1N)N2C(=O)NN=N2,C1=CC(=CC=C1N)N2C(=O)NN=N2
1248697-34-8,C1CC1NC(=O)CN2C=CC=C(C2=O)N,C1CC1NC(=O)CN2C=CC=C(C2=O)N
850085-99-3,CC(C)C1=C(C=C(C=C1)N)O,CC(C)C1=C(C=C(C=C1)N)O
1169966-62-4,COC(=O)CNS(=O)(=O)C1=CC=CC(=C1)N.Cl,COC(=O)CNS(=O)(=O)C1=CC=CC(=C1)N.Cl
1240570-54-0,CCCCCCC(C)N1C=C(C=N1)N,CCCCCCC(C)N1C=C(C=N1)N
24812-93-9,CCC1=C(C=C(C=C1)C(=O)OC)N,CCC1=C(C=C(C=C1)C(=O)OC)N
15833-00-8,CC(C)(C1=CC=CC=C1N)O,CC(C)(C1=CC=CC=C1N)O
1443980-51-5,CC1=C(C=CN=N1)N.Cl,CC1=C(C=CN=N1)N.Cl
2631-71-2,C1=CC(=CC=C1C(=O)CCl)N,C1=CC(=CC=C1C(=O)CCl)N
1225961-50-1,COC1=CC=C(C=C1)C2=CC(=C(C=C2)F)N,COC1=CC=C(C=C1)C2=CC(=C(C=C2)F)N
81-93-6,C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-],C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-]
194804-84-7,CC1=C(C=CC(=C1F)C(=O)O)N,CC1=C(C=CC(=C1F)C(=O)O)N
938-25-0,C1=CC=C2C(=C1)C=CC(=C2N)N,C1=CC=C2C(=C1)C=CC(=C2N)N
1217349-78-4,C1=CC=C(C=C1)COC2=NC(=C(C=C2)N)N,C1=CC=C(C=C1)COC2=NC(=C(C=C2)N)N
163733-96-8,C1=C(C=C(C(=C1F)F)F)N,C1=C(C=C(C(=C1F)F)F)N
405548-39-2,CC1=C(C=NN1CC(C)C)N,CC1=C(C=NN1CC(C)C)N
193090-61-8,C1=CC(=C(C(=C1C#N)Cl)Cl)N,C1=CC(=C(C(=C1C#N)Cl)Cl)N
400777-06-2,C1=CC(=NC(=C1N)I)Cl,C1=CC(=NC(=C1N)I)Cl
447433-84-3,C1(=C(C(=C(N=C1Cl)Cl)Cl)Cl)N,C1(=C(C(=C(N=C1Cl)Cl)Cl)Cl)N
1934285-35-4,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)N2C=CC(=C2)N,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)N2C=CC(=C2)N
58680-42-5,C1=CN=CC2=NC=C(C=C21)N,C1=CN=CC2=NC=C(C=C21)N
1017789-16-0,CCC1=CC(=C(S1)C#N)N,CCC1=CC(=C(S1)C#N)N
1184970-69-1,C1=CC(=CC(=C1)F)CN2C=C(C=N2)N.Cl,C1=CC(=CC(=C1)F)CN2C=C(C=N2)N.Cl
857426-60-9,C1=CC2=CC(=CN2C=C1)C3=CC(=CC=C3)N,C1=CC2=CC(=CN2C=C1)C3=CC(=CC=C3)N
2613-32-3,C1=C(C(=CC(=C1F)F)Cl)N,C1=C(C(=CC(=C1F)F)Cl)N
1240529-43-4,C1=CC=C(C(=C1)CCCC2=CC=C(C=C2)N)F,C1=CC=C(C(=C1)CCCC2=CC=C(C=C2)N)F
50670-64-9,CC1=C(C=C(C=C1)N)C#N,CC1=C(C=C(C=C1)N)C#N
80650-45-9,C1=CC(=CN=C1)OC2=CC=C(C=C2)N,C1=CC(=CN=C1)OC2=CC=C(C=C2)N
69343-99-3,C1=CC2=C(C=C1Br)C(=CN2)N,C1=CC2=C(C=C1Br)C(=CN2)N
5407-59-0,C1=CC(=CC=C1N)S(=O)(=O)NC2=CC(=CC(=C2)Cl)Cl,C1=CC(=CC=C1N)S(=O)(=O)NC2=CC(=CC(=C2)Cl)Cl
1036389-90-8,C1C2=CC(=C(C=C2C(=O)N1)N)F,C1C2=CC(=C(C=C2C(=O)N1)N)F
60186-24-5,C1=C(C(=CN=C1F)N)N,C1=C(C(=CN=C1F)N)N
1250047-62-1,CC(C)(C)OC1=C(C=C(C=N1)Br)N,CC(C)(C)OC1=C(C=C(C=N1)Br)N
361336-73-4,COC(=O)C1=C(C=CC(=C1)N)SC2=CC=CC=C2,COC(=O)C1=C(C=CC(=C1)N)SC2=CC=CC=C2
1006467-19-1,C1=CC=C(C(=C1)N)N2C=C(C=N2)Cl,C1=CC=C(C(=C1)N)N2C=C(C=N2)Cl
926215-50-1,C1=CC(=C(C(=C1)Cl)N2C=CC=N2)N,C1=CC(=C(C(=C1)Cl)N2C=CC=N2)N
75844-28-9,CC1=CC2=C(C=C1N)NN=C2,CC1=CC2=C(C=C1N)NN=C2
1394373-23-9,C1=C(C(=NC(=C1Cl)I)N)N,C1=C(C(=NC(=C1Cl)I)N)N
1820687-64-6,C1=CC2=NC=C(C=C2C=C1N)I,C1=CC2=NC=C(C=C2C=C1N)I
1160264-16-3,CC(C(=O)C1=CC=C(C=C1)OC)OC(=O)C2=CC=C(C=C2)N,CC(C(=O)C1=CC=C(C=C1)OC)OC(=O)C2=CC=C(C=C2)N
40851-95-4,C1=CC(=NC(=C1N)N)Cl,C1=CC(=NC(=C1N)N)Cl
100933-82-2,CCCCC1=NN=C(O1)C2=CC=C(C=C2)N,CCCCC1=NN=C(O1)C2=CC=C(C=C2)N
1092291-41-2,C1CC1NC2=C(C=C(C=C2)Br)N,C1CC1NC2=C(C=C(C=C2)Br)N
1284492-92-7,C1CC1C2=CC(=O)NC(=N2)C3=CC=C(C=C3)N,C1CC1C2=CC(=O)NC(=N2)C3=CC=C(C=C3)N
392630-73-8,COC(CC1=CC=C(C=C1)N)OC,COC(CC1=CC=C(C=C1)N)OC
169833-70-9,C1=CC(=NC(=C1N)Cl)Br,C1=CC(=NC(=C1N)Cl)Br
41939-61-1,CNC1=C(C=C(C=C1)[N+](=O)[O-])N,CNC1=C(C=C(C=C1)[N+](=O)[O-])N
1082472-29-4,CN(C)CCOC1=C(C=CC=N1)N,CN(C)CCOC1=C(C=CC=N1)N
1221723-41-6,C1=CC2=C(C=C1N)N=CS2.Cl.Cl,C1=CC2=C(C=C1N)N=CS2.Cl.Cl
917748-98-2,C1C(=O)N(C2=C(O1)C=C(C=C2)N)CC3=CC=CC=C3,C1C(=O)N(C2=C(O1)C=C(C=C2)N)CC3=CC=CC=C3
63565-22-0,C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)N)Cl,C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)N)Cl
1141488-38-1,CC(C)(C)OC(=O)N1CC[C@@H](C1)OC2=NC=C(C=C2)N,CC(C)(C)OC(=O)N1CCC(C1)OC2=NC=C(C=C2)N
1097819-34-5,CN1CCN(CC1)CC2=C(C=CC=C2Br)N,CN1CCN(CC1)CC2=C(C=CC=C2Br)N
292644-34-9,C1=CC=C2C(=C1)N=C(S2)C3=CC(=C(C=C3)Cl)N,C1=CC=C2C(=C1)N=C(S2)C3=CC(=C(C=C3)Cl)N
856782-35-9,CN1C=CC2=C1C=C(C=C2)N.Cl,CN1C=CC2=C1C=C(C=C2)N.Cl
99187-74-3,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)N,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)N
1334148-49-0,C1CC2CC1CN2C3=C(C=C(C(=C3)C(=O)O)N)F,C1CC2CC1CN2C3=C(C=C(C(=C3)C(=O)O)N)F
127915-47-3,CC1=CC(=C(C=N1)C(=O)C)N,CC1=CC(=C(C=N1)C(=O)C)N
1211176-71-4,C1=CC(=NC(=C1)OC2=C(C=C(C=C2Cl)N)Cl)C(F)(F)F,C1=CC(=NC(=C1)OC2=C(C=C(C=C2Cl)N)Cl)C(F)(F)F
1468982-91-3,CCN1C(=C(C(=N1)C)N)OC,CCN1C(=C(C(=N1)C)N)OC
915924-55-9,C1=CC=C(C(=C1)C(=O)N2C=NC3=CC=CC=C32)N,C1=CC=C(C(=C1)C(=O)N2C=NC3=CC=CC=C32)N
878769-98-3,COC1=CC=CC(=C1N)N.Cl,COC1=CC=CC(=C1N)N.Cl
446-31-1,C1=CC(=C(C=C1N)F)C(=O)O,C1=CC(=C(C=C1N)F)C(=O)O
942474-45-5,CS(=O)(=O)C1=C(C=C(C=C1)N)N2CCOCC2,CS(=O)(=O)C1=C(C=C(C=C1)N)N2CCOCC2
915922-42-8,CC1CCCCN1C2=C(C=C(C=C2)C(=O)N)N,CC1CCCCN1C2=C(C=C(C=C2)C(=O)N)N
1806040-55-0,C1=C(C(=C(C=N1)Br)C#N)N,C1=C(C(=C(C=N1)Br)C#N)N
68155-76-0,CCN(CC)C1=C(C=C(C=C1)N)Cl,CCN(CC)C1=C(C=C(C=C1)N)Cl
1806510-92-8,C1=CC(=NC(=C1N)C(=O)O)F,C1=CC(=NC(=C1N)C(=O)O)F
7473-67-8,C1=CC=C2C(=C1)C(=CC3=C2C=C(C=C3)N)Br,C1=CC=C2C(=C1)C(=CC3=C2C=C(C=C3)N)Br
1016697-24-7,C1CN(S(=O)(=O)C1)C2=CC(=C(C=C2)F)N,C1CN(S(=O)(=O)C1)C2=CC(=C(C=C2)F)N
221285-25-2,C1=CC(=C(C(=C1)F)CO)N,C1=CC(=C(C(=C1)F)CO)N
1249021-45-1,CC(C)C1=C(C=NN1)N,CC(C)C1=C(C=NN1)N
921075-49-2,C1=CC(=CC(=C1)SCCC(=O)O)N,C1=CC(=CC(=C1)SCCC(=O)O)N
1232430-97-5,C1=C(C(=CN=C1F)Br)N,C1=C(C(=CN=C1F)Br)N
1171906-92-5,CC(=O)NC1=NC2=C(S1)C=C(C=C2)N.Cl.Cl,CC(=O)NC1=NC2=C(S1)C=C(C=C2)N.Cl.Cl
1153152-67-0,CCOCCOC1=NC2=C(C=C1)C=C(C=C2)N,CCOCCOC1=NC2=C(C=C1)C=C(C=C2)N
949977-25-7,C1=CC(=NC=C1N)N2N=CC=N2,C1=CC(=NC=C1N)N2N=CC=N2
1492204-74-6,COC1=CC=CC(=N1)CN2C=CC=C(C2=O)N,COC1=CC=CC(=N1)CN2C=CC=C(C2=O)N
52481-41-1,C1COCCN1CCOC2=CC=C(C=C2)N,C1COCCN1CCOC2=CC=C(C=C2)N
17626-40-3,C1=CC(=C(C=C1C#N)N)N,C1=CC(=C(C=C1C#N)N)N
1554422-56-8,C1=C(C(=NC=N1)CO)N,C1=C(C(=NC=N1)CO)N
59681-66-2,CNC1=C(C=C(C=C1)Cl)N,CNC1=C(C=C(C=C1)Cl)N
573762-19-3,CC1=C(C=CC(=C1C(F)(F)F)Cl)N,CC1=C(C=CC(=C1C(F)(F)F)Cl)N
107708-70-3,CC1(COC(OC1)C2=CC=C(C=C2)N)C,CC1(COC(OC1)C2=CC=C(C=C2)N)C
64605-23-8,C1=CC=C(C(=C1)C(=O)CCl)N,C1=CC=C(C(=C1)C(=O)CCl)N
1342517-93-4,C1=CC=C(C(=C1)N)SCC(C(F)(F)F)O,C1=CC=C(C(=C1)N)SCC(C(F)(F)F)O
106913-64-8,C1=C(C(=O)NC=N1)N.Cl,C1=C(C(=O)NC=N1)N.Cl
1496595-44-8,C1=CC(=O)N(C=C1N)CCOC(F)(F)F,C1=CC(=O)N(C=C1N)CCOC(F)(F)F
110506-34-8,COCC(=O)NC1=C(C=C(C=C1)N)OC,COCC(=O)NC1=C(C=C(C=C1)N)OC
53544-81-3,C1=CC(=CC(=C1)N)C2=NC3=C(S2)C=C(C=C3)N,C1=CC(=CC(=C1)N)C2=NC3=C(S2)C=C(C=C3)N
1095188-12-7,C1=CC(=C(C(=C1C#N)C(F)(F)F)F)N,C1=CC(=C(C(=C1C#N)C(F)(F)F)F)N
1075705-01-9,COC1=CC(=C(C=C1N)[N+](=O)[O-])F,COC1=CC(=C(C=C1N)[N+](=O)[O-])F
