cas number,iso-SMILES,canonical-SMILES
124-68-5,CC(C)(CO)N,CC(C)(CO)N
2756-85-6,C1CCC(CC1)(C(=O)O)N,C1CCC(CC1)(C(=O)O)N
115-70-8,CCC(CO)(CO)N,CCC(CO)(CO)N
4502-13-0,CC(CC1=CC=C(C=C1)O)(C(=O)OC)N,CC(CC1=CC=C(C=C1)O)(C(=O)OC)N
107-45-9,CC(C)(C)CC(C)(C)N,CC(C)(C)CC(C)(C)N
75-64-9,CC(C)(C)N,CC(C)(C)N
141-94-6,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
5824-40-8,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N
71746-73-1,CC(CCC(=O)O)(C(=O)O)N.CC(CCC(=O)O)(C(=O)O)N.O,CC(CCC(=O)O)(C(=O)O)N.CC(CCC(=O)O)(C(=O)O)N.O
10017-37-5,CC(C)(C)N.Cl,CC(C)(C)N.Cl
2978-58-7,CC(C)(C#C)N,CC(C)(C#C)N
1132-26-9,CC(CC1=CC=CC=C1)(C(=O)O)N,CC(CC1=CC=CC=C1)(C(=O)O)N
7361-31-1,CC(CC1=CC=C(C=C1)O)(C(=O)OC)N.Cl,CC(CC1=CC=C(C=C1)O)(C(=O)OC)N.Cl
594-39-8,CCC(C)(C)N,CCC(C)(C)N
62-57-7,CC(C)(C(=O)O)N,CC(C)(C(=O)O)N
50846-36-1,CC(C)(C#N)N.Cl,CC(C)(C#N)N.Cl
19355-69-2,CC(C)(C#N)N,CC(C)(C#N)N
68189-42-4,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O.C(C(CO)(CO)N)O.C(C(CO)(CO)N)O,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O.C(C(CO)(CO)N)O.C(C(CO)(CO)N)O
77-86-1,C(C(CO)(CO)N)O,C(C(CO)(CO)N)O
1269447-04-2,C1CCC(CC1)(C(=O)O)N.Br,C1CCC(CC1)(C(=O)O)N.Br
39692-17-6,C1CCC(CC1)(C(=O)O)N.Cl,C1CCC(CC1)(C(=O)O)N.Cl
1185-53-1,C(C(CO)(CO)N)O.Cl,C(C(CO)(CO)N)O.Cl
52-52-8,C1CCC(C1)(C(=O)O)N,C1CCC(C1)(C(=O)O)N
30389-18-5,C#CC1(CCCCC1)N,C#CC1(CCCCC1)N
3060-50-2,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)N,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)N
71-90-9,CC(CCC(=O)O)(C(=O)O)N,CC(CCC(=O)O)(C(=O)O)N
22059-21-8,C1CC1(C(=O)O)N,C1CC1(C(=O)O)N
811-93-8,CC(C)(CN)N,CC(C)(CN)N
2586-60-9,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)O)S(=O)(=O)[O-])N)N=NC5=C(C=CC6=CC(=CC(=C65)O)S(=O)(=O)[O-])N.[Na+].[Na+],C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)O)S(=O)(=O)[O-])N)N=NC5=C(C=CC6=CC(=CC(=C65)O)S(=O)(=O)[O-])N.[Na+].[Na+]
3566-44-7,COC1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl,COC1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl
18189-02-1,CC(C)OC(=O)C1=CC=CC=C1N,CC(C)OC(=O)C1=CC=CC=C1N
2051-79-8,CCN(CC)C1=CC(=C(C=C1)N)C.Cl,CCN(CC)C1=CC(=C(C=C1)N)C.Cl
120-35-4,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N
608-30-0,C1=CC(=C(C(=C1)Br)N)Br,C1=CC(=C(C(=C1)Br)N)Br
202925-03-9,CC1=C(C=CC(=C1)N)Br.Cl,CC1=C(C=CC(=C1)N)Br.Cl
108-44-1,CC1=CC(=CC=C1)N,CC1=CC(=CC=C1)N
614-94-8,COC1=C(C=C(C=C1)N)N.Cl.Cl,COC1=C(C=C(C=C1)N)N.Cl.Cl
90-51-7,C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N,C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N
59-46-1,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
51388-20-6,C1=CC=C(C=C1)COC2=CC=C(C=C2)N.Cl,C1=CC=C(C=C1)COC2=CC=C(C=C2)N.Cl
776-34-1,C1=CC=C2C(=C1)C(=CC=C2[N+](=O)[O-])N,C1=CC=C2C(=C1)C(=CC=C2[N+](=O)[O-])N
1951444-61-3,C1=CC(=C(C=C1N)[N+](=O)[O-])Cl.OS(=O)(=O)O,C1=CC(=C(C=C1N)[N+](=O)[O-])Cl.OS(=O)(=O)O
2840-28-0,C1=CC(=C(C=C1C(=O)O)N)Cl,C1=CC(=C(C=C1C(=O)O)N)Cl
1038-66-0,C1(=C(C(=C(C(=C1F)F)N)F)F)C2=C(C(=C(C(=C2F)F)N)F)F,C1(=C(C(=C(C(=C1F)F)N)F)F)C2=C(C(=C(C(=C2F)F)N)F)F
504-24-5,C1=CN=CC=C1N,C1=CN=CC=C1N
99-92-3,CC(=O)C1=CC=C(C=C1)N,CC(=O)C1=CC=C(C=C1)N
875-51-4,C1=CC(=C(C=C1Br)[N+](=O)[O-])N,C1=CC(=C(C=C1Br)[N+](=O)[O-])N
39267-74-8,C1(=C(N=C(NC1=O)N)N)N.OS(=O)(=O)O,C1(=C(N=C(NC1=O)N)N)N.OS(=O)(=O)O
615-05-4,COC1=C(C=C(C=C1)N)N,COC1=C(C=C(C=C1)N)N
24812-90-6,COC1=C(C=C(C=C1)C(=O)OC)N,COC1=C(C=C(C=C1)C(=O)OC)N
349-65-5,COC1=C(C=C(C=C1)C(F)(F)F)N,COC1=C(C=C(C=C1)C(F)(F)F)N
6315-89-5,COC1=C(C=C(C=C1)N)OC,COC1=C(C=C(C=C1)N)OC
5794-88-7,C1=CC(=C(C=C1Br)C(=O)O)N,C1=CC(=C(C=C1Br)C(=O)O)N
606-41-7,C1=CC=C2C(=C1)C=CC(=C2O)N,C1=CC=C2C(=C1)C=CC(=C2O)N
56746-19-1,CCC1=CC(=CC(=C1N)CC)Br,CCC1=CC(=CC(=C1N)CC)Br
635-22-3,C1=CC(=C(C=C1N)[N+](=O)[O-])Cl,C1=CC(=C(C=C1N)[N+](=O)[O-])Cl
95-84-1,CC1=CC(=C(C=C1)O)N,CC1=CC(=C(C=C1)O)N
14631-08-4,C1=C(C(=NC(=N1)Cl)N)N,C1=C(C(=NC(=N1)Cl)N)N
94-09-7,CCOC(=O)C1=CC=C(C=C1)N,CCOC(=O)C1=CC=C(C=C1)N
67827-72-9,COC1=C(C=C(C=C1)[N+](=O)[O-])N.Cl,COC1=C(C=C(C=C1)[N+](=O)[O-])N.Cl
24544-08-9,CCC1=CC(=CC(=C1N)CC)C,CCC1=CC(=CC(=C1N)CC)C
454-79-5,C1=CC(=C(C=C1C(F)(F)F)N)Br,C1=CC(=C(C=C1C(F)(F)F)N)Br
51-05-8,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl
39859-36-4,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Br)N,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Br)N
207226-02-6,C#CC1=CC(=CC=C1)N.Cl,C#CC1=CC(=CC=C1)N.Cl
131-22-6,C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)N,C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)N
63-74-1,C1=CC(=CC=C1N)S(=O)(=O)N,C1=CC(=CC=C1N)S(=O)(=O)N
17823-38-0,C(#N)C1=C(C(=C(C(=C1F)F)N)F)F,C(#N)C1=C(C(=C(C(=C1F)F)N)F)F
2840-00-8,C1(=C(C(=NC(=C1Cl)F)F)Cl)N,C1(=C(C(=NC(=C1Cl)F)F)Cl)N
107100-16-3,CC1=C(C=C(C(=C1C)N)N)Br,CC1=C(C=C(C(=C1C)N)N)Br
3325-11-9,C1=CC2=NNN=C2C=C1N,C1=CC2=NNN=C2C=C1N
521-31-3,C1=CC2=C(C(=C1)N)C(=O)NNC2=O,C1=CC2=C(C(=C1)N)C(=O)NNC2=O
19176-60-4,C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])N,C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])N
99-09-2,C1=CC(=CC(=C1)[N+](=O)[O-])N,C1=CC(=CC(=C1)[N+](=O)[O-])N
367-30-6,C1=CC(=C(C=C1F)N)F,C1=CC(=C(C=C1F)N)F
13138-48-2,CC1=C(C2=CC=CC=C2C(=C1)C3=CC(=C(C4=CC=CC=C43)N)C)N,CC1=C(C2=CC=CC=C2C(=C1)C3=CC(=C(C4=CC=CC=C43)N)C)N
2835-99-6,CC1=C(C=CC(=C1)O)N,CC1=C(C=CC(=C1)O)N
133-74-4,C1=CC(=C(C=C1Cl)S(=O)(=O)O)N,C1=CC(=C(C=C1Cl)S(=O)(=O)O)N
4101-30-8,CC(=O)C1=CC(=C(C=C1N)OC)OC,CC(=O)C1=CC(=C(C=C1N)OC)OC
105707-24-2,CC(=O)C1=C(C=C(S1)C2=CC=CC=C2)N,CC(=O)C1=C(C=C(S1)C2=CC=CC=C2)N
599-61-1,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N)N,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N)N
121-57-3,C1=CC(=CC=C1N)S(=O)(=O)O,C1=CC(=CC=C1N)S(=O)(=O)O
615-50-9,CC1=C(C=CC(=C1)N)N.OS(=O)(=O)O,CC1=C(C=CC(=C1)N)N.OS(=O)(=O)O
51605-97-1,CC(C)C1=CC(=C(C=C1)N)Br,CC(C)C1=CC(=C(C=C1)N)Br
2307-00-8,CN1C(=O)C2=C(C1=O)C=C(C=C2)N,CN1C(=O)C2=C(C1=O)C=C(C=C2)N
104-13-2,CCCCC1=CC=C(C=C1)N,CCCCC1=CC=C(C=C1)N
6393-40-4,C1=CC(=C(C=C1C#N)[N+](=O)[O-])N,C1=CC(=C(C=C1C#N)[N+](=O)[O-])N
1877-77-6,C1=CC(=CC(=C1)N)CO,C1=CC(=CC(=C1)N)CO
13117-94-7,CC1=C(C(=CC=C1)C(C)(C)C)N,CC1=C(C(=CC=C1)C(C)(C)C)N
72-57-1,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+],CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+]
2835-95-2,CC1=C(C=C(C=C1)N)O,CC1=C(C=C(C=C1)N)O
542-16-5,C1=CC=C(C=C1)N.C1=CC=C(C=C1)N.OS(=O)(=O)O,C1=CC=C(C=C1)N.C1=CC=C(C=C1)N.OS(=O)(=O)O
6025-60-1,C1=CC=C(C(=C1)N)N2C=CC=C2,C1=CC=C(C(=C1)N)N2C=CC=C2
61702-43-0,C1=CC(=C(C=C1[N+](=O)[O-])N)[O-].[Na+],C1=CC(=C(C=C1[N+](=O)[O-])N)[O-].[Na+]
135050-44-1,C1=CC(=C(C=C1N)Cl)I,C1=CC(=C(C=C1N)Cl)I
116-63-2,C1=CC=C2C(=C1)C(=CC(=C2N)O)S(=O)(=O)O,C1=CC=C2C(=C1)C(=CC(=C2N)O)S(=O)(=O)O
831-75-4,C1=CC(=CC(=C1)OC(C(F)F)(F)F)N,C1=CC(=CC(=C1)OC(C(F)F)(F)F)N
88-43-7,C1=CC(=C(C=C1N)S(=O)(=O)O)Cl,C1=CC(=C(C=C1N)S(=O)(=O)O)Cl
117-61-3,C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O,C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O
873-38-1,C1=CC(=C(C=C1Cl)Br)N,C1=CC(=C(C=C1Cl)Br)N
6259-40-1,CC1=C(C=CC=C1Cl)N.Cl,CC1=C(C=CC=C1Cl)N.Cl
134-20-3,COC(=O)C1=CC=CC=C1N,COC(=O)C1=CC=CC=C1N
28466-21-9,CC1=C(C(=NN1C)C)N,CC1=C(C(=NN1C)C)N
5580-80-3,C1=C(C(=C(C(=C1F)F)F)F)N,C1=C(C(=C(C(=C1F)F)F)F)N
2835-77-0,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2N,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2N
121-01-7,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)N,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)N
33228-44-3,CCCCCC1=CC=C(C=C1)N,CCCCCC1=CC=C(C=C1)N
3575-32-4,CN(C)C1=CC=CC(=C1)N.Cl.Cl,CN(C)C1=CC=CC(=C1)N.Cl.Cl
102-56-7,COC1=CC(=C(C=C1)OC)N,COC1=CC(=C(C=C1)OC)N
723-46-6,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
33006-91-6,C1=CC(=C(C=C1N)N)N=NC2=NC=C(C=C2)Cl,C1=CC(=C(C=C1N)N)N=NC2=NC=C(C=C2)Cl
175135-08-7,COC1=CC=CC=C1OC2=C(C=C(C=C2)C(F)(F)F)N,COC1=CC=CC=C1OC2=C(C=C(C=C2)C(F)(F)F)N
94-12-2,CCCOC(=O)C1=CC=C(C=C1)N,CCCOC(=O)C1=CC=C(C=C1)N
7314-06-9,C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)N)N,C1=CC(=CC=C1C=CC2=CC=C(C=C2)N)N
80-08-0,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
452-71-1,CC1=C(C=CC(=C1)F)N,CC1=C(C=CC(=C1)F)N
19694-10-1,C1=CC(=C(C=C1C(=O)N)N)Cl,C1=CC(=C(C=C1C(=O)N)N)Cl
3863-11-4,C1=CC(=C(C=C1N)F)F,C1=CC(=C(C=C1N)F)F
21436-96-4,CC1=CC(=C(C=C1)N)C.Cl,CC1=CC(=C(C=C1)N)C.Cl
68176-57-8,CC(C)(C)C1=CC(=C(C=C1)N)N,CC(C)(C)C1=CC(=C(C=C1)N)N
722-27-0,C1=CC(=CC=C1N)SSC2=CC=C(C=C2)N,C1=CC(=CC=C1N)SSC2=CC=C(C=C2)N
1198-27-2,C1=CC=C2C(=C1)C=CC(=C2N)O.Cl,C1=CC=C2C(=C1)C=CC(=C2N)O.Cl
13548-69-1,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N.Cl.Cl,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N.Cl.Cl
18595-18-1,CC1=C(C=C(C=C1)C(=O)OC)N,CC1=C(C=C(C=C1)C(=O)OC)N
137-04-2,C1=CC=C(C(=C1)N)Cl.Cl,C1=CC=C(C(=C1)N)Cl.Cl
1571-65-9,C1=CC(=C(C=C1C(=O)O)N)O.Cl,C1=CC(=C(C=C1C(=O)O)N)O.Cl
603-85-0,C1=CC(=C(C(=C1)O)N)[N+](=O)[O-],C1=CC(=C(C(=C1)O)N)[N+](=O)[O-]
95-80-7,CC1=C(C=C(C=C1)N)N,CC1=C(C=C(C=C1)N)N
185457-33-4,COC(=O)C1=CC(=CC(=C1)N)C(=O)OC.Cl,COC(=O)C1=CC(=CC(=C1)N)C(=O)OC.Cl
445-03-4,C1=CC(=C(C=C1Cl)C(F)(F)F)N,C1=CC(=C(C=C1Cl)C(F)(F)F)N
88-05-1,CC1=CC(=C(C(=C1)C)N)C,CC1=CC(=C(C(=C1)C)N)C
81-16-3,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N
88-74-4,C1=CC=C(C(=C1)N)[N+](=O)[O-],C1=CC=C(C(=C1)N)[N+](=O)[O-]
87-63-8,CC1=C(C(=CC=C1)Cl)N,CC1=C(C(=CC=C1)Cl)N
13280-60-9,C1=CC(=C(C=C1N)C(=O)O)[N+](=O)[O-],C1=CC(=C(C=C1N)C(=O)O)[N+](=O)[O-]
101-54-2,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,C1=CC=C(C=C1)NC2=CC=C(C=C2)N
118-88-7,CC1=C(C=C(C=C1)N)S(=O)(=O)O,CC1=C(C=C(C=C1)N)S(=O)(=O)O
2359-60-6,C1CCN(CC1)C2=CC=C(C=C2)N,C1CCN(CC1)C2=CC=C(C=C2)N
137-09-7,C1=CC(=C(C=C1N)N)O.Cl.Cl,C1=CC(=C(C=C1N)N)O.Cl.Cl
144-83-2,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
82-75-7,C1=CC2=C(C(=C1)N)C(=CC=C2)S(=O)(=O)O,C1=CC2=C(C(=C1)N)C(=CC=C2)S(=O)(=O)O
97-50-7,COC1=CC(=C(C=C1N)Cl)OC,COC1=CC(=C(C=C1N)Cl)OC
1174029-29-8,C1=CC(=C(C=C1Br)F)N.Cl,C1=CC(=C(C=C1Br)F)N.Cl
6864-20-6,C1=CC=C(C=C1)C2=CC(=C(C(=C2)C3=CC=CC=C3)N)C4=CC=CC=C4,C1=CC=C(C=C1)C2=CC(=C(C(=C2)C3=CC=CC=C3)N)C4=CC=CC=C4
88-68-6,C1=CC=C(C(=C1)C(=O)N)N,C1=CC=C(C(=C1)C(=O)N)N
62669-70-9,COC(=O)C1=CC=CC=C1C2=C3C=CC(=N)C=C3OC4=C2C=CC(=C4)N.Cl,COC(=O)C1=CC=CC=C1C2=C3C=CC(=N)C=C3OC4=C2C=CC(=C4)N.Cl
612-82-8,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl
3840-18-4,CC1=CC=CC=C1OC2=CC=CC=C2N,CC1=CC=CC=C1OC2=CC=CC=C2N
84478-72-8,C1=C(C(=CC(=C1O)Cl)F)N,C1=C(C(=CC(=C1O)Cl)F)N
7664-66-6,CC(C)OC1=CC=C(C=C1)N,CC(C)OC1=CC=C(C=C1)N
153-78-6,C1C2=CC=CC=C2C3=C1C=C(C=C3)N,C1C2=CC=CC=C2C3=C1C=C(C=C3)N
6373-50-8,C1CCC(CC1)C2=CC=C(C=C2)N,C1CCC(CC1)C2=CC=C(C=C2)N
39547-15-4,COC1=CC(=C(C=C1)N)O.Cl,COC1=CC(=C(C=C1)N)O.Cl
403-61-2,C1=CC(=CC=C1N)OC(C(F)Cl)(F)F,C1=CC(=CC=C1N)OC(C(F)Cl)(F)F
961-38-6,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)N)C(C)(C)C,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)N)C(C)(C)C
611-98-3,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N
3365-85-3,C1=CC(=CC=C1C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,C1=CC(=CC=C1C2=CC=C(C=C2)N)C3=CC=C(C=C3)N
496-72-0,CC1=CC(=C(C=C1)N)N,CC1=CC(=C(C=C1)N)N
1635-31-0,C1=CC=C2C(=C1)C=C(C(=O)O2)N,C1=CC=C2C(=C1)C=C(C(=O)O2)N
51649-83-3,C1=CC2=C(C=C1N)C3(C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O)OC2=O,C1=CC2=C(C=C1N)C3(C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O)OC2=O
22198-72-7,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N.Cl,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N.Cl
175135-63-4,C1=CC(=C(N=C1)OC2=C(C=C(C=C2)F)F)N,C1=CC(=C(N=C1)OC2=C(C=C(C=C2)F)F)N
30273-42-8,CC1=CC(=CC(=C1N)Cl)Br,CC1=CC(=CC(=C1N)Cl)Br
64309-76-8,C1=CC2=C(C=C1N)C=NN2.Cl,C1=CC2=C(C=C1N)C=NN2.Cl
1687-53-2,COC1=C(C=C(C=C1)N)O,COC1=C(C=C(C=C1)N)O
367-34-0,C1=C(C(=CC(=C1F)F)F)N,C1=C(C(=CC(=C1F)F)F)N
5266-85-3,CC1=C(C(=CC=C1)C(C)C)N,CC1=C(C(=CC=C1)C(C)C)N
434-76-4,C1=CC(=C(C(=C1)F)C(=O)O)N,C1=CC(=C(C(=C1)F)C(=O)O)N
643-28-7,CC(C)C1=CC=CC=C1N,CC(C)C1=CC=CC=C1N
2051-53-8,CC1=C(C=C(C=C1)C(C)C)N,CC1=C(C=C(C=C1)C(C)C)N
13080-89-2,C1=CC(=CC=C1N)OC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)OC4=CC=C(C=C4)N,C1=CC(=CC=C1N)OC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)OC4=CC=C(C=C4)N
8004-91-9,CC1=CC(=CC(=C1N)S(=O)(=O)[O-])C(=C2C=CC(=NC3=CC=C(C=C3)S(=O)(=O)O)C=C2)C4=CC=C(C=C4)NC5=CC=C(C=C5)S(=O)(=O)[O-].[Na+].[Na+],CC1=CC(=CC(=C1N)S(=O)(=O)[O-])C(=C2C=CC(=NC3=CC=C(C=C3)S(=O)(=O)O)C=C2)C4=CC=C(C=C4)NC5=CC=C(C=C5)S(=O)(=O)[O-].[Na+].[Na+]
57946-63-1,C1=CC(=C(C=C1C(F)(F)F)Br)N,C1=CC(=C(C=C1C(F)(F)F)Br)N
10114-58-6,C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N.Cl.Cl,C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N.Cl.Cl
452077-64-4,C1=CC=C(C(=C1)N)OC(F)(F)F.Cl,C1=CC=C(C(=C1)N)OC(F)(F)F.Cl
42014-60-8,CC1=CC(=CC(=C1N)C)C(C)(C)C,CC1=CC(=CC(=C1N)C)C(C)(C)C
5509-65-9,C1=CC(=C(C(=C1)F)N)F,C1=CC(=C(C(=C1)F)N)F
21803-75-8,C1=CC(=C(C=C1C#N)Cl)N,C1=CC(=C(C=C1C#N)Cl)N
536-47-0,CN(C)C1=CC=C(C=C1)N.OS(=O)(=O)O,CN(C)C1=CC=C(C=C1)N.OS(=O)(=O)O
81-42-5,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C(=C3N)Cl)Cl)N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C(=C3N)Cl)Cl)N
3457-98-5,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N.Cl,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N.Cl
68936-13-0,COC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl,COC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl
372-29-2,CCOC(=O)/C=C(/C(F)(F)F)\N,CCOC(=O)C=C(C(F)(F)F)N
4424-17-3,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2N,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2N
344-18-3,C1=C(C=C(C(=C1Br)N)Br)F,C1=C(C=C(C(=C1Br)N)Br)F
5348-42-5,C1=C(C(=CC(=C1Cl)Cl)N)N,C1=C(C(=CC(=C1Cl)Cl)N)N
89808-01-5,CCOC1=CC=CC=C1N.Cl,CCOC1=CC=CC=C1N.Cl
393-36-2,C1=CC(=C(C=C1N)C(F)(F)F)Br,C1=CC(=C(C=C1N)C(F)(F)F)Br
123-30-8,C1=CC(=CC=C1N)O,C1=CC(=CC=C1N)O
615-28-1,C1=CC=C(C(=C1)N)N.Cl.Cl,C1=CC=C(C(=C1)N)N.Cl.Cl
39150-45-3,C1=C(C=C(C(=C1Br)N)Br)S(=O)(=O)N,C1=C(C=C(C(=C1Br)N)Br)S(=O)(=O)N
108-69-0,CC1=CC(=CC(=C1)N)C,CC1=CC(=CC(=C1)N)C
1184937-19-6,C1=CC(=C(C=C1F)Br)N.Cl,C1=CC(=C(C=C1F)Br)N.Cl
29558-05-2,C1=CC(=CC=C1N)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,C1=CC(=CC=C1N)SC2C(C(C(C(O2)CO)O)O)O
2696-84-6,CCCC1=CC=C(C=C1)N,CCCC1=CC=C(C=C1)N
51674-05-6,C1=CC=C(C=C1)/C(=N\O)/C2=CC=CC=C2N,C1=CC=C(C=C1)C(=NO)C2=CC=CC=C2N
462-08-8,C1=CC(=CN=C1)N,C1=CC(=CN=C1)N
45762-41-2,CCC1=C(C=CC(=C1)Br)N,CCC1=C(C=CC(=C1)Br)N
582-33-2,CCOC(=O)C1=CC(=CC=C1)N,CCOC(=O)C1=CC(=CC=C1)N
144-82-1,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
50670-83-2,CC(=O)NC1=CC(=C(C=C1)N)C(=O)O,CC(=O)NC1=CC(=C(C=C1)N)C(=O)O
5417-63-0,C1=CC=C2C=C(C(=CC2=C1)N)O,C1=CC=C2C=C(C(=CC2=C1)N)O
57-68-1,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
5094-33-7,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,C1=CC(=CC=C1N)OC2C(C(C(C(O2)CO)O)O)O
39070-63-8,C1=CC=C(C=C1)C(=O)C2=CC(=C(C=C2)N)N,C1=CC=C(C=C1)C(=O)C2=CC(=C(C=C2)N)N
608-31-1,C1=CC(=C(C(=C1)Cl)N)Cl,C1=CC(=C(C(=C1)Cl)N)Cl
2620-45-3,C1OC2=C(O1)C=C(C=C2)N.Cl,C1OC2=C(O1)C=C(C=C2)N.Cl
41825-73-4,CC1=CC(=C(C(=C1)Br)N)C,CC1=CC(=C(C(=C1)Br)N)C
99-05-8,C1=CC(=CC(=C1)N)C(=O)O,C1=CC(=CC(=C1)N)C(=O)O
1682-20-8,C1(=C(C(=NC(=C1F)F)F)F)N,C1(=C(C(=NC(=C1F)F)F)F)N
3862-73-5,C1=CC(=C(C(=C1N)F)F)F,C1=CC(=C(C(=C1N)F)F)F
2148-56-3,C1=CC(=C(C(=C1)Cl)C(=O)O)N,C1=CC(=C(C(=C1)Cl)C(=O)O)N
